［凤凰及中央高清］,#genre#
香港卫视文旅,http://ali-play.lezhibo.com/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8
翡翠台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8

CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV1,http://111.225.92.130:8800/hls/1/index.m3u8
CCTV1,https://live.metshop.top/msp.php?id=cctv1

CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225572/index.m3u8?fmt=ts2hls
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226254/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV2,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV2,https://live.metshop.top/msp.php?id=cctv2

CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://221.213.43.82:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV3,https://live.metshop.top/msp.php?id=cctv3

CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226277/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225781/1.m3u8
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV4,http://221.213.43.82:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=3
CCTV4,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV4,https://iptv.luas.edu.cn/liverespath/c70d81eefb04fef7777c2a5aab4ddc9459ce4246/0baa43f537-0-0-5bc4eda6a2031a1140906b86d867a79e/index.m3u8
CCTV4,https://live.metshop.top/msp.php?id=cctv4

CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV5,http://221.213.43.82:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://zteres.sn.chinamobile.com:6060/000000001000/1000000003000030177/1.m3u8?channel-id=ystenlive&Contentid=1000000003000030177&livemode=1&stbId=3
CCTV5,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000016431/1.m3u8?channel-id=wasusyt&Contentid=6000000001000016431&livemode=1&stbId=3
CCTV5,https://iptv.luas.edu.cn/liverespath/3f76badfb3a23d95f26ff573a93902bbdb8b8e98/d576df8c0b-0-0-2de19686e2172f351d6e90c142a0be07/index.m3u8

CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226221/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+,https://live.metshop.top/msp.php?id=cctv5p

CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226255/index.m3u8?fmt=ts2hls
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV6,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8
CCTV6,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv6_1/index.m3u8?BR=td
CCTV6,https://live.metshop.top/msp.php?id=cctv6

CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,https://live.metshop.top/msp.php?id=cctv7

CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225635/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
CCTV8,https://live.metshop.top/msp.php?id=cctv8

CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225920/index.m3u8?fmt=ts2hls
CCTV9,https://live.metshop.top/msp.php?id=cctv9

CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls
CCTV10,https://live.metshop.top/msp.php?id=cctv10

CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225568/index.m3u8?fmt=ts2hls
CCTV11,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV11,http://111.225.92.130:8800/hls/11/index.m3u8
CCTV11,https://live.metshop.top/msp.php?id=cctv11

CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls
CCTV12,https://live.metshop.top/msp.php?id=cctv12
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8

CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225566/index.m3u8?fmt=ts2hls
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226286/index.m3u8
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226286/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://111.59.63.32:9901/tsfile/live/1020_1.m3u8
CCTV13,http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8
CCTV13,https://live.metshop.top/msp.php?id=cctv13
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8

CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/index.m3u8?fmt=ts2hl
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV14,https://live.metshop.top/msp.php?id=cctv14

CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225564/index.m3u8?fmt=ts2hls
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV15,https://live.metshop.top/msp.php?id=cctv15

CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16,https://live.metshop.top/msp.php?id=cctv16

CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225910/index.m3u8?fmt=ts2hls
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV17,https://live.metshop.top/msp.php?id=cctv17

CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8

BBC,http://myott.top/stream/DT6QU63K5VX/85.m3u8
BBC,https://bbceu-doctorwho-3-fr.rakuten.wurl.tv/playlist.m3u8
BBC,https://bcovlive-a.akamaihd.net/773a2fa387914315ad11e6957cd54f6e/eu-central-1/5377161796001/playlist-all_dvr.m3u8
BBC,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8

咪咕体育,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8	
咪咕体育,http://39.137.49.76:8080/PLTV/88888888/224/3221226241/index.m3u8?
咪咕体育,http://r.jdshipin.com/ln4xk
咪咕体育,http://39.135.134.67/000000001000/3000000001000007218/index.m3u8
咪咕体育,http://39.135.134.67/000000001000/3000000001000008379/index.m3u8
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221226027/index.m3u8
咪咕体育一,http://39.134.67.108/PLTV/88888888/224/3221225897/index.m3u8
咪咕体育二,http://39.134.67.108/PLTV/88888888/224/3221225895/index.m3u8

［NEWTV］,#genre#
TV黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
TV古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
TV潮妈辣婆,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
TV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
TV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
TV古装剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225678/index.m3u8
TV古装剧场,http://39.134.65.164/PLTV/88888888/224/3221225524/1.m3u8
TV古装剧场,http://39.134.65.166/PLTV/88888888/224/3221225524/1.m3u8
TV动作电影,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
TV动作电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
TV动作电影,http://39.134.65.164/PLTV/88888888/224/3221225642/1.m3u8
TV动作电影,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
TV军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
TV军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225644/1.m3u8
TV军旅剧场,http://39.134.65.179/PLTV/88888888/224/3221225644/1.m3u8
TV军旅剧场,http://39.134.65.173/PLTV/88888888/224/3221225644/1.m3u8
TV军旅剧场,http://39.134.65.175/PLTV/88888888/224/3221225644/1.m3u8
TV军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225560/1.m3u8
TV军旅剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225669/index.m3u8
TV精品纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225707/index.m3u8
TV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
TV精品体育,http://39.134.65.166/PLTV/88888888/224/3221225547/1.m3u8
TV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
TV精品纪录,http://39.134.65.164/PLTV/88888888/224/3221225646/1.m3u8
TV军事评论,http://39.135.138.60:18890/PLTV/88888910/224/3221225757/index.m3u8
TV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
TV军事评论,http://39.134.65.164/PLTV/88888888/224/3221225535/1.m3u8
TV军事评论,http://39.134.65.166/PLTV/88888888/224/3221225535/1.m3u8
TV惊悚悬疑,http://39.134.65.166/PLTV/88888888/224/3221225525/1.m3u8
TV惊悚悬疑,http://39.134.65.173/PLTV/88888888/224/3221225525/1.m3u8
TV惊悚悬疑,http://39.134.65.175/PLTV/88888888/224/3221225525/1.m3u8
TV惊悚悬疑,http://39.134.65.166/PLTV/88888888/224/3221225555/1.m3u8
TV惊悚悬疑,http://39.134.65.164/PLTV/88888888/224/3221225555/1.m3u8
TV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
TV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
TV农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
TV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
TV农业致富,http://39.134.65.164/PLTV/88888888/224/3221225604/1.m3u8
TV农业致富,http://39.135.138.60:18890/PLTV/88888910/224/3221225660/index.m3u8
TV武搏世界,http://39.135.138.60:18890/PLTV/88888910/224/3221225670/index.m3u8
TV武搏世界,http://39.134.65.166/PLTV/88888888/224/3221225553/1.m3u8
TV武搏世界,http://39.134.65.166/PLTV/88888888/224/3221225552/1.m3u8
TV武搏世界,http://39.134.65.164/PLTV/88888888/224/3221225552/1.m3u8
TV武搏世界,http://39.134.65.164/PLTV/88888888/224/3221225553/1.m3u8
TV中国功夫,http://39.134.65.164/PLTV/88888888/224/3221225679/1.m3u8
TV中国功夫,http://39.134.65.173/PLTV/88888888/224/3221225679/1.m3u8
TV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
TV中国功夫,http://39.134.65.164/PLTV/88888888/224/3221225571/1.m3u8
TV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
TV超级电视剧,http://39.134.65.166/PLTV/88888888/224/3221225545/1.m3u8
TV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
TV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
TV超级电视剧,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
TV超级电视剧,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
TV超级电视剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
TV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
TV超级体育,http://39.134.65.166/PLTV/88888888/224/3221225526/1.m3u8
TV精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
TV金牌综艺,http://39.134.65.164/PLTV/88888888/224/3221225635/1.m3u8
TV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
TV精品大剧,http://39.134.65.166/PLTV/88888888/224/3221225542/1.m3u8
TV精品大剧,http://39.134.65.164/PLTV/88888888/224/3221225542/1.m3u8
TV精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225708/index.m3u8
TV炫舞未来,http://39.134.115.163:8080/PLTV/88888910/224/3221225707/index.m3u8
TV炫舞未来,http://39.134.65.164/PLTV/88888888/224/3221225538/1.m3u8
TV炫舞未来,http://39.135.138.60:18890/PLTV/88888910/224/3221225713/index.m3u8
TV精品综合,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
TV精品综合,http://39.134.65.166/PLTV/88888888/224/3221225533/1.m3u8
TV精品综合,http://39.134.65.164/PLTV/88888888/224/3221225533/1.m3u8
TV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
TV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
TV超级电影,http://39.134.65.166/PLTV/88888888/224/3221225536/1.m3u8
TV超级综艺,http://39.134.65.166/PLTV/88888888/224/3221225550/1.m3u8
TV超级综艺,http://39.134.65.164/PLTV/88888888/224/3221225550/1.m3u8
TV明星大片,http://39.134.65.179/PLTV/88888888/224/3221225682/1.m3u8
TV明星大片,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
TV明星大片,http://39.134.65.164/PLTV/88888888/224/3221225637/1.m3u8
TV明星大片,http://39.134.65.166/PLTV/88888888/224/3221225682/1.m3u8
TV明星大片,http://39.134.65.173/PLTV/88888888/224/3221225682/1.m3u8
TV明星大片,http://39.134.65.175/PLTV/88888888/224/3221225682/1.m3u8
TV动画王国,http://39.134.65.179/PLTV/88888888/224/3221225637/1.m3u8
TV动画王国,http://39.134.65.173/PLTV/88888888/224/3221225637/1.m3u8
TV动画王国,http://39.134.65.181/PLTV/88888888/224/3221225637/1.m3u8
TV欢乐剧场,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
TV动画王国,http://39.134.65.183/PLTV/88888888/224/3221225637/1.m3u8
TV热播精选,http://39.135.138.60:18890/PLTV/88888910/224/3221225711/index.m3u8
TV欢乐剧场,http://39.134.65.179/PLTV/88888888/224/3221225525/1.m3u8
TV东北热剧[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
TV军事评论[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
TV家庭剧场[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
TV欢乐剧场[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
TV精品体育[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
TV超级电视剧[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8
黑莓电竞[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8
［记录纪实］,#genre#
CGTN国际频道,http://live.cgtn.com/1000/prog_index.m3u8?$全网标清576P
